art_movement,author_id,bio_url,birth_year,death_year,first_name,last_name,nationality,num_works
Impressionist,6906,http://www.the-athenaeum.org/people/detail.php?ID=6906,1865,1940.0,Olga,Boznańska,Polish,158
,3057,http://www.the-athenaeum.org/people/detail.php?ID=3057,1861,1931.0,Santiago Rusinol,Prats,Spanish,158
Hudson River School,471,http://www.the-athenaeum.org/people/detail.php?ID=471,1820,1910.0,Thomas Worthington,Whittredge,American,158
Baroque,3483,http://www.the-athenaeum.org/people/detail.php?ID=3483,1659,1734.0,Sebastiano,Ricci,Italian,158
,535,http://www.the-athenaeum.org/people/detail.php?ID=535,1824,1906.0,Jonathan Eastman,Johnson,American,158
Renaissance,603,http://www.the-athenaeum.org/people/detail.php?ID=603,1497,1543.0,Hans,Holbein,German,158
,8863,http://www.the-athenaeum.org/people/detail.php?ID=8863,1770,1845.0,Thomas,Phillips,United Kingdom,157
Nabi,419,http://www.the-athenaeum.org/people/detail.php?ID=419,1864,1927.0,Paul Louis,Sérusier,French,157
,2606,http://www.the-athenaeum.org/people/detail.php?ID=2606,1815,1910.0,Andreas,Achenbach,German,155
Renaissance,3539,http://www.the-athenaeum.org/people/detail.php?ID=3539,1489,1534.0,,Correggio,Italian,155
Academist,332,http://www.the-athenaeum.org/people/detail.php?ID=332,1843,1932.0,Eugene von,Blaas,Italian,155
Academist,190,http://www.the-athenaeum.org/people/detail.php?ID=190,1793,1865.0,Ferdinand Georg,Waldmüller,Austrian,154
,1074,http://www.the-athenaeum.org/people/detail.php?ID=1074,1788,1879.0,William,Shayer,English,154
Realist,404,http://www.the-athenaeum.org/people/detail.php?ID=404,1844,1916.0,Thomas Cowperthwait,Eakins,American,153
,3595,http://www.the-athenaeum.org/people/detail.php?ID=3595,1792,1882.0,John,Linnell,English,153
Impressionist,169,http://www.the-athenaeum.org/people/detail.php?ID=169,1861,1931.0,Lesser,Ury,German,152
,5067,http://www.the-athenaeum.org/people/detail.php?ID=5067,1904,1944.0,Felix,Nussbaum,German,152
,5132,http://www.the-athenaeum.org/people/detail.php?ID=5132,1785,1841.0,David,Wilkie,Scottish,151
Renaissance,3477,http://www.the-athenaeum.org/people/detail.php?ID=3477,1395,1455.0,,Fra angelico,Italian,151
Classicist,4425,http://www.the-athenaeum.org/people/detail.php?ID=4425,1604,1682.0,Claude,Lorrain,French,151
,2383,http://www.the-athenaeum.org/people/detail.php?ID=2383,1877,1931.0,George Leslie,Hunter,Scottish,150
,352,http://www.the-athenaeum.org/people/detail.php?ID=352,1842,1922.0,Alexei,Harlamoff,Russian,149
Dutch Golden Age,5842,http://www.the-athenaeum.org/people/detail.php?ID=5842,1610,1685.0,Adriaen Jansz.,Van ostade,Dutch,148
Expressionist,3548,http://www.the-athenaeum.org/people/detail.php?ID=3548,1876,1907.0,Paula,Modersohn-becker,German,148
,6532,http://www.the-athenaeum.org/people/detail.php?ID=6532,1856,1933.0,Apollinari,Vasnetsov,Russian,148
Realist,143,http://www.the-athenaeum.org/people/detail.php?ID=143,1836,1902.0,James,Tissot,French,147
,4989,http://www.the-athenaeum.org/people/detail.php?ID=4989,1761,1845.0,Louis-Léopold,Boilly,French,146
,686,http://www.the-athenaeum.org/people/detail.php?ID=686,1812,1872.0,Cornelius,Krieghoff,Dutch,146
Academist,2596,http://www.the-athenaeum.org/people/detail.php?ID=2596,1843,1902.0,Hendryk,Siemiradzki,Polish,145
Impressionist,706,http://www.the-athenaeum.org/people/detail.php?ID=706,1867,1925.0,Guy Orlando,Rose,American,145
Abstract,1996,http://www.the-athenaeum.org/people/detail.php?ID=1996,1880,1946.0,Arthur Garfield,Dove,American,145
,6888,http://www.the-athenaeum.org/people/detail.php?ID=6888,1827,1875.0,Jean-Baptiste,Carpeaux,French,144
,2969,http://www.the-athenaeum.org/people/detail.php?ID=2969,1759,1837.0,Thomas,Luny,English,144
Pre-Raphaelite,16,http://www.the-athenaeum.org/people/detail.php?ID=16,1833,1898.0,Edward Coley,Burne-jones,English,144
Post-Impressionist,115,http://www.the-athenaeum.org/people/detail.php?ID=115,1859,1891.0,Georges,Seurat,French,144
,3454,http://www.the-athenaeum.org/people/detail.php?ID=3454,1266,1337.0,,Giotto,Italian,143
Impressionist,2577,http://www.the-athenaeum.org/people/detail.php?ID=2577,1865,1934.0,Isaac Lazarus,Israels,Dutch,142
Veduta,1639,http://www.the-athenaeum.org/people/detail.php?ID=1639,1714,1789.0,Claude-Joseph,Vernet,French,142
Academist,5026,http://www.the-athenaeum.org/people/detail.php?ID=5026,1839,1924.0,Hans,Thoma,German,141
,2435,http://www.the-athenaeum.org/people/detail.php?ID=2435,1848,1919.0,Victor,Vasnetsov,Russian,141
Barbizon,1332,http://www.the-athenaeum.org/people/detail.php?ID=1332,1814,1875.0,Jean-François,Millet,French,141
,423,http://www.the-athenaeum.org/people/detail.php?ID=423,1823,1892.0,William,Bradford,American,141
Renaissance,19,http://www.the-athenaeum.org/people/detail.php?ID=19,1445,1510.0,Sandro,Botticelli,Italian,141
Symbolist,154,http://www.the-athenaeum.org/people/detail.php?ID=154,1853,1918.0,Ferdinand,Hodler,Swiss,141
,4167,http://www.the-athenaeum.org/people/detail.php?ID=4167,1788,1864.0,John Watson,Gordon,Scottish,140
Baroque,426,http://www.the-athenaeum.org/people/detail.php?ID=426,1599,1660.0,Diego,Velázquez,Spanish,139
Neoclassicist,4525,http://www.the-athenaeum.org/people/detail.php?ID=4525,1767,1824.0,Anne-Louis,Girodet de roussy-trioson,French,139
Hudson River School,517,http://www.the-athenaeum.org/people/detail.php?ID=517,1796,1886.0,Asher Brown,Durand,American,139
,585,http://www.the-athenaeum.org/people/detail.php?ID=585,1783,1872.0,Thomas,Sully,English,139
Impressionist,346,http://www.the-athenaeum.org/people/detail.php?ID=346,1824,1886.0,Adolphe-Joseph-Thomas,Monticelli,French,139
Barbizon,1363,http://www.the-athenaeum.org/people/detail.php?ID=1363,1810,1865.0,Constant,Troyon,French,138
Veduta,5239,http://www.the-athenaeum.org/people/detail.php?ID=5239,1691,1765.0,Giovanni Paolo,Panini,Italian,138
Baroque,3091,http://www.the-athenaeum.org/people/detail.php?ID=3091,1617,1682.0,Bartolomé Esteban,Murillo,Spanish,138
Neoclassicist,515,http://www.the-athenaeum.org/people/detail.php?ID=515,1738,1820.0,Benjamin,West,American,138
,3684,http://www.the-athenaeum.org/people/detail.php?ID=3684,1880,1946.0,Joseph,Stella,American,138
,5796,http://www.the-athenaeum.org/people/detail.php?ID=5796,1881,1942.0,Abraham A.,Manievich,Russian,136
,505,http://www.the-athenaeum.org/people/detail.php?ID=505,1805,1873.0,Franz Xavier,Winterhalter,German,136
,3603,http://www.the-athenaeum.org/people/detail.php?ID=3603,1834,1882.0,Vasily Grigoryevich,Perov,Russian,136
Rococo,7244,http://www.the-athenaeum.org/people/detail.php?ID=7244,1722,1789.0,Johann Heinrich,Tischbein the elder,German,135
,957,http://www.the-athenaeum.org/people/detail.php?ID=957,1864,1929.0,Franz,Bischoff,American,135
Impressionist,1717,http://www.the-athenaeum.org/people/detail.php?ID=1717,1862,1938.0,Edmund,Tarbell,American,135
,1718,http://www.the-athenaeum.org/people/detail.php?ID=1718,1872,1930.0,Charles Webster,Hawthorne,American,135
,2107,http://www.the-athenaeum.org/people/detail.php?ID=2107,1825,1895.0,James,Webb,English,135
,2252,http://www.the-athenaeum.org/people/detail.php?ID=2252,1822,1904.0,Frederick,Goodall,English,135
Impressionist,403,http://www.the-athenaeum.org/people/detail.php?ID=403,1819,1891.0,Johan Barthold,Jongkind,Dutch,134
Realist,108,http://www.the-athenaeum.org/people/detail.php?ID=108,1853,1919.0,Carl Olof,Larsson,Swedish,134
,3662,http://www.the-athenaeum.org/people/detail.php?ID=3662,1881,1942.0,Clarence,Gagnon,Canadian,134
,5699,http://www.the-athenaeum.org/people/detail.php?ID=5699,1869,1907.0,Stanislaw,Wyspianski,Polish,133
,1759,http://www.the-athenaeum.org/people/detail.php?ID=1759,1862,1946.0,Helene,Schjerfbeck,Finnish,133
Rococo,6898,http://www.the-athenaeum.org/people/detail.php?ID=6898,1694,1752.0,Charles-Antoine,Coypel,French,133
,10010,http://www.the-athenaeum.org/people/detail.php?ID=10010,1872,1943.0,Konstantin,Bogayevsky,Russian,133
,3790,http://www.the-athenaeum.org/people/detail.php?ID=3790,1867,1943.0,Arthur,Streeton,Australian,133
Barbizon,1006,http://www.the-athenaeum.org/people/detail.php?ID=1006,1824,1879.0,William Morris,Hunt,American,132
,3787,http://www.the-athenaeum.org/people/detail.php?ID=3787,1868,1909.0,Charles Edward,Conder,English,132
,3899,http://www.the-athenaeum.org/people/detail.php?ID=3899,1699,1779.0,Jean-Baptiste-Simeon,Chardin,French,132
,626,http://www.the-athenaeum.org/people/detail.php?ID=626,1851,1935.0,Levi Wells,Prentice,American,132
Rococo,4303,http://www.the-athenaeum.org/people/detail.php?ID=4303,1718,1793.0,Alexander,Roslin,Swedish,131
,2488,http://www.the-athenaeum.org/people/detail.php?ID=2488,1811,1869.0,Thomas,Creswick,English,131
,242,http://www.the-athenaeum.org/people/detail.php?ID=242,1854,1905.0,Albert,Edelfelt,Finnish,131
Dutch Golden Age,3093,http://www.the-athenaeum.org/people/detail.php?ID=3093,1619,1668.0,Philips,Wouwerman,Dutch,131
Impressionist,4482,http://www.the-athenaeum.org/people/detail.php?ID=4482,1865,1911.0,Valentin,Serov,Russian,130
Dutch Golden Age,5252,http://www.the-athenaeum.org/people/detail.php?ID=5252,1629,1667.0,Gabriël,Metsu,Dutch,130
,3616,http://www.the-athenaeum.org/people/detail.php?ID=3616,1846,1920.0,Vladimir Yegorovich,Makovsky,Russian,130
,9716,http://www.the-athenaeum.org/people/detail.php?ID=9716,1903,1942.0,Eric,Ravilious,English,130
,213,http://www.the-athenaeum.org/people/detail.php?ID=213,1839,1924.0,Daniel Ridgway,Knight,American,130
,399,http://www.the-athenaeum.org/people/detail.php?ID=399,1568,1625.0,Jan,Brueghel the elder,Belgian,129
,427,http://www.the-athenaeum.org/people/detail.php?ID=427,1815,1872.0,Severin,Roesen,German,129
,474,http://www.the-athenaeum.org/people/detail.php?ID=474,1854,1907.0,John Frederick,Peto,American,129
Rococo,4211,http://www.the-athenaeum.org/people/detail.php?ID=4211,1675,1757.0,Rosalba Giovanna,Carriera,Italian,128
,205,http://www.the-athenaeum.org/people/detail.php?ID=205,1871,1930.0,Nicolas,Tarkhoff,Russian,128
Hudson River School,558,http://www.the-athenaeum.org/people/detail.php?ID=558,1829,1908.0,Thomas,Hill,English,127
,5684,http://www.the-athenaeum.org/people/detail.php?ID=5684,1852,1936.0,Leon Jan,Wyczolkowski,Polish,127
Symbolist,367,http://www.the-athenaeum.org/people/detail.php?ID=367,1826,1898.0,Gustave,Moreau,French,127
,4114,http://www.the-athenaeum.org/people/detail.php?ID=4114,1803,1878.0,Francis,Grant,Scottish,126
Realist,1723,http://www.the-athenaeum.org/people/detail.php?ID=1723,1867,1933.0,George Benjamin,Luks,American,126
Romantic,4139,http://www.the-athenaeum.org/people/detail.php?ID=4139,1793,1861.0,Francis,Danby,Irish,126
Romantic,214,http://www.the-athenaeum.org/people/detail.php?ID=214,1801,1828.0,Richard Parkes,Bonington,English,126
Dutch Golden Age,6054,http://www.the-athenaeum.org/people/detail.php?ID=6054,1620,1683.0,Nicolaes Pietersz.,Berchem,Dutch,126
Baroque,5938,http://www.the-athenaeum.org/people/detail.php?ID=5938,1634,1705.0,Luca,Giordano,Italian,125
Barbizon,198,http://www.the-athenaeum.org/people/detail.php?ID=198,1807,1876.0,Narcisse Virgilio,Dìaz de la peña,French,125
,8443,http://www.the-athenaeum.org/people/detail.php?ID=8443,1860,1937.0,Antonio,Parreiras,Brazilian,125
,2536,http://www.the-athenaeum.org/people/detail.php?ID=2536,1864,1916.0,Vilhelm,Hammershoi,Danish,124
,7680,http://www.the-athenaeum.org/people/detail.php?ID=7680,1863,1943.0,William Herbert,Allen,United Kingdom,124
,5036,http://www.the-athenaeum.org/people/detail.php?ID=5036,1780,1857.0,Vasily,Tropinin,Russian,124
Dutch Golden Age,7827,http://www.the-athenaeum.org/people/detail.php?ID=7827,1593,1661.0,Cornelis Janssens,Van ceulen,Dutch,124
,4109,http://www.the-athenaeum.org/people/detail.php?ID=4109,1883,1937.0,Francis Campbell Bolleau,Cadell,Scottish,124
Academist,5918,http://www.the-athenaeum.org/people/detail.php?ID=5918,1850,1924.0,Julius,Klever,Russian,124
,410,http://www.the-athenaeum.org/people/detail.php?ID=410,1868,1934.0,Giovanni,Giacometti,Swiss,123
Rococo,5430,http://www.the-athenaeum.org/people/detail.php?ID=5430,1696,1770.0,Giovanni Battista,Tiepolo,Italian,123
,330,http://www.the-athenaeum.org/people/detail.php?ID=330,1849,1903.0,Edwin Lord,Weeks,American,123
,8281,http://www.the-athenaeum.org/people/detail.php?ID=8281,1799,1868.0,John Wilson,Carmichael,English,123
Fauvist,2283,http://www.the-athenaeum.org/people/detail.php?ID=2283,1872,1938.0,Alice,Bailly,Swiss,123
,2352,http://www.the-athenaeum.org/people/detail.php?ID=2352,1787,1831.0,Patrick,Nasmyth,Scottish,122
,2825,http://www.the-athenaeum.org/people/detail.php?ID=2825,1845,1932.0,Albert,Goodwin,English,122
,900,http://www.the-athenaeum.org/people/detail.php?ID=900,1847,1919.0,Ralph Albert,Blakelock,American,122
Symbolist,366,http://www.the-athenaeum.org/people/detail.php?ID=366,1855,1910.0,Henri,Rousseau,French,122
Peredvizhniki,4297,http://www.the-athenaeum.org/people/detail.php?ID=4297,1837,1887.0,Ivan Nikolaevich,Kramskoi,Russian,121
Academist,1425,http://www.the-athenaeum.org/people/detail.php?ID=1425,1815,1891.0,Jean-Louis Ernest,Meissonier,French,121
Romantic,792,http://www.the-athenaeum.org/people/detail.php?ID=792,1757,1827.0,William,Blake,English,121
Realist,4633,http://www.the-athenaeum.org/people/detail.php?ID=4633,1851,1917.0,Wilhelm,Trübner,German,121
Academist,3578,http://www.the-athenaeum.org/people/detail.php?ID=3578,1817,1898.0,Nikolai,Sverchkov,Russian,121
,3900,http://www.the-athenaeum.org/people/detail.php?ID=3900,1866,1934.0,Roger Eliot,Fry,English,121
Dutch Golden Age,5545,http://www.the-athenaeum.org/people/detail.php?ID=5545,1590,1656.0,Gerard,Van honthorst,Dutch,120
,397,http://www.the-athenaeum.org/people/detail.php?ID=397,1864,1930.0,Ferdinand du,Puigaudeau,French,120
,2768,http://www.the-athenaeum.org/people/detail.php?ID=2768,1819,1909.0,William Powell,Frith,English,120
,9069,http://www.the-athenaeum.org/people/detail.php?ID=9069,1866,1940.0,Hans,Emmenegger,Swiss,120
,11445,http://www.the-athenaeum.org/people/detail.php?ID=11445,1692,1780.0,Joseph,Highmore,United Kingdom,120
,2336,http://www.the-athenaeum.org/people/detail.php?ID=2336,1837,1899.0,Jacob Hendricus,Maris,Dutch,119
Suprematist,415,http://www.the-athenaeum.org/people/detail.php?ID=415,1878,1935.0,Kasimir Severinovich,Malevich,Russian,119
,276,http://www.the-athenaeum.org/people/detail.php?ID=276,1847,1928.0,Frederick Arthur,Bridgman,American,119
,3791,http://www.the-athenaeum.org/people/detail.php?ID=3791,1855,1917.0,Frederick,Mccubbin,Australian,119
,5125,http://www.the-athenaeum.org/people/detail.php?ID=5125,1865,1945.0,David Young,Cameron,Scottish,118
Rococo,5628,http://www.the-athenaeum.org/people/detail.php?ID=5628,1683,1757.0,Antoine,Pesne,French,118
Rococo,3659,http://www.the-athenaeum.org/people/detail.php?ID=3659,1703,1766.0,Corrado,Giaquinto,Italian,118
,2094,http://www.the-athenaeum.org/people/detail.php?ID=2094,1869,1936.0,Bernhard,Gutmann,American,118
,4614,http://www.the-athenaeum.org/people/detail.php?ID=4614,1803,1860.0,Alexandre Gabriel,Decamps,French,117
Academist,1458,http://www.the-athenaeum.org/people/detail.php?ID=1458,1847,1933.0,Victor Gabriel,Gilbert,French,117
Baroque,5949,http://www.the-athenaeum.org/people/detail.php?ID=5949,1591,1666.0,,Guercino,Italian,117
Impressionist,758,http://www.the-athenaeum.org/people/detail.php?ID=758,1847,1926.0,Theodore Clement,Steele,American,117
,4315,http://www.the-athenaeum.org/people/detail.php?ID=4315,1846,1898.0,Nikolai Aleksandrovich,Yaroshenko,Russian,117
,2963,http://www.the-athenaeum.org/people/detail.php?ID=2963,1746,1831.0,James,Northcote,English,117
Classicist,4140,http://www.the-athenaeum.org/people/detail.php?ID=4140,1575,1642.0,Guido,Reni,Italian,117
,3396,http://www.the-athenaeum.org/people/detail.php?ID=3396,1867,1938.0,Oscar Florianus,Bluemner,German,117
,10612,http://www.the-athenaeum.org/people/detail.php?ID=10612,1628,1698.0,David Klocker,Ehrenstrahl,Swedish,117
,232,http://www.the-athenaeum.org/people/detail.php?ID=232,1812,1905.0,Rudolf,Von alt,Austrian,116
Realist,341,http://www.the-athenaeum.org/people/detail.php?ID=341,1852,1931.0,Jean-Louis,Forain,French,116
,4094,http://www.the-athenaeum.org/people/detail.php?ID=4094,1858,1943.0,George,Henry,Scottish,115
Neoclassicist,405,http://www.the-athenaeum.org/people/detail.php?ID=405,1780,1867.0,Jean-Auguste-Dominique,Ingres,French,115
Classicist,7134,http://www.the-athenaeum.org/people/detail.php?ID=7134,1648,1729.0,Marcantonio,Franceschini,Italian,115
Classicist,5526,http://www.the-athenaeum.org/people/detail.php?ID=5526,1617,1655.0,Eustache,Le sueur,French,115
,220,http://www.the-athenaeum.org/people/detail.php?ID=220,1840,1917.0,Auguste,Rodin,French,114
Expressionist,1340,http://www.the-athenaeum.org/people/detail.php?ID=1340,1887,1914.0,August,Macke,German,114
,5296,http://www.the-athenaeum.org/people/detail.php?ID=5296,1878,1927.0,Ambrose,Mcevoy,United Kingdom,114
,163,http://www.the-athenaeum.org/people/detail.php?ID=163,1850,1924.0,Jean Francois,Raffaelli,French,114
Rococo,4535,http://www.the-athenaeum.org/people/detail.php?ID=4535,1702,1789.0,Jean-Étienne,Liotard,Swiss,114
Pre-Raphaelite,5240,http://www.the-athenaeum.org/people/detail.php?ID=5240,1829,1904.0,Anthony Frederick,Sandys,English,114
Expressionist,1792,http://www.the-athenaeum.org/people/detail.php?ID=1792,1885,1941.0,Robert,Delaunay,French,113
,3788,http://www.the-athenaeum.org/people/detail.php?ID=3788,1872,1945.0,William,Rothenstein,English,113
,10440,http://www.the-athenaeum.org/people/detail.php?ID=10440,1862,1944.0,Hilma af,Klint,Swedish,113
,11630,http://www.the-athenaeum.org/people/detail.php?ID=11630,1759,1817.0,Julius Caesar,Ibbetson,English,113
Romantic,2753,http://www.the-athenaeum.org/people/detail.php?ID=2753,1805,1881.0,Samuel,Palmer,English,112
,983,http://www.the-athenaeum.org/people/detail.php?ID=983,1839,1933.0,David Scott,Murray,English,112
Impressionist,1845,http://www.the-athenaeum.org/people/detail.php?ID=1845,1869,1941.0,William MacGegor,Paxton,American,112
,590,http://www.the-athenaeum.org/people/detail.php?ID=590,1815,1897.0,James,Bard,American,112
,597,http://www.the-athenaeum.org/people/detail.php?ID=597,1841,1919.0,Edward Lamson,Henry,American,112
Post-Impressionist,4850,http://www.the-athenaeum.org/people/detail.php?ID=4850,1861,1944.0,Aristide,Maillol,French,111
,2360,http://www.the-athenaeum.org/people/detail.php?ID=2360,1756,1823.0,Henry,Raeburn,Scottish,111
,6800,http://www.the-athenaeum.org/people/detail.php?ID=6800,1838,1907.0,Nicolae,Grigorescu,Romanian,111
Expressionist,4929,http://www.the-athenaeum.org/people/detail.php?ID=4929,1860,1938.0,Marianne von,Werefkin,Russian,111
,1744,http://www.the-athenaeum.org/people/detail.php?ID=1744,1868,1941.0,Émile,Bernard,French,111
,6645,http://www.the-athenaeum.org/people/detail.php?ID=6645,1839,1893.0,John,Pettie,Scottish,111
Impressionist,1105,http://www.the-athenaeum.org/people/detail.php?ID=1105,1841,1917.0,Federico,Zandomeneghi,Italian,111
,1380,http://www.the-athenaeum.org/people/detail.php?ID=1380,1852,1928.0,Alfred de,Bréanski,English,110
